POSITION,GROUP,LEVEL,FIELD,TIME,CONTRACTOR,CONTRACTOR TYPE,OWNER,LABOR TYPE,UNION NUMBER,WAGE TYPE,BUILDING TYPE,CITY,STATE,DATE,TYPE,BILL RATE,BASE,FICA,FUTA,SUTA,WORK COMP,LIABILITY INS,TAX/INS,FRINGE BENEFITS,PER DIEM,SMALL TOOLS,OT,G&A (OH),PROFIT
SHEET METAL WORKERS,4-APPRENTICE,,,2T,BEL-AIRE MECHANICAL,SUB,IRON MOUNTAIN,SHOP,,,DATA CENTER,PHOENIX,AZ,2021-01-04 00:00:00,TRADE,,88.59,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,OT,BEL-AIRE MECHANICAL,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-01-04 00:00:00,TRADE,,64.39,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,OT,BEL-AIRE MECHANICAL,SUB,IRON MOUNTAIN,SHOP,,,DATA CENTER,PHOENIX,AZ,2021-01-04 00:00:00,TRADE,,74.88,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,OT,BEL-AIRE MECHANICAL,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-01-04 00:00:00,TRADE,,63.72,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,OT,BEL-AIRE MECHANICAL,SUB,IRON MOUNTAIN,SHOP,,,DATA CENTER,PHOENIX,AZ,2021-01-04 00:00:00,TRADE,,74.21,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,REG,BEL-AIRE MECHANICAL,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-01-04 00:00:00,TRADE,,50.01,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,REG,BEL-AIRE MECHANICAL,SUB,IRON MOUNTAIN,SHOP,,,DATA CENTER,PHOENIX,AZ,2021-01-04 00:00:00,TRADE,,60.51,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,REG,BEL-AIRE MECHANICAL,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-01-04 00:00:00,TRADE,,49.34,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,REG,BEL-AIRE MECHANICAL,SUB,IRON MOUNTAIN,SHOP,,,DATA CENTER,PHOENIX,AZ,2021-01-04 00:00:00,TRADE,,59.84,,,,,,,,,,,,
SHEET METAL WORKERS,,,,REG,AIR SYSTEMS,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-24 00:00:00,TRADE,,163.01,,,,,,,,,,,,
SHEET METAL WORKERS,,,,REG,FRANK M. BOOTH,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2024-07-01 00:00:00,TRADE,,136.11,,,,,,,,,,,,
SHEET METAL WORKERS,,,,OT,AIR SYSTEMS,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-24 00:00:00,TRADE,,212.8,,,,,,,,,,,,
SHEET METAL WORKERS,,,,OT,FRANK M. BOOTH,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2024-07-01 00:00:00,TRADE,,170.68,,,,,,,,,,,,
SHEET METAL WORKERS,,,,REG,FM BOOTH,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2024-07-01 00:00:00,TRADE,,134.05,,,,,,,,,,,,
SHEET METAL WORKERS,,,,OT,FM BOOTH,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2024-07-01 00:00:00,TRADE,,163.64,,,,,,,,,,,,
SHEET METAL WORKERS,,,,REG,MURRAY COMPANY,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-01-01 00:00:00,TRADE,,149.75,,,,,,,,,,,,
SHEET METAL WORKERS,,,,OT,MURRAY COMPANY,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-01-01 00:00:00,TRADE,,192.57,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,2T,GORDON PRILL-INC,,LAM RESEARCH PROJECT,,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-19 00:00:00,TRADE,,200.0,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,OT,GORDON PRILL-INC,,LAM RESEARCH PROJECT,,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-19 00:00:00,TRADE,,163.0,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,REG,GORDON PRILL-INC,,LAM RESEARCH PROJECT,,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-19 00:00:00,TRADE,,127.0,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,2T,GORDON PRILL-INC,,LAM RESEARCH PROJECT,,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-20 00:00:00,TRADE,,200.0,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,OT,GORDON PRILL-INC,,LAM RESEARCH PROJECT,,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-19 00:00:00,TRADE,,163.0,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,GORDON PRILL-INC,,LAM RESEARCH PROJECT,,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-19 00:00:00,TRADE,,127.0,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,2T,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,105.13,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,OT,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,82.95,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,60.79,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,2T,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,101.43,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,OT,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,80.18,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,REG,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,59.2,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,2T,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,95.78999999999999,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,OT,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,75.95,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,56.36,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,2T,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,74.97,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,OT,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,59.1,,,,,,,,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,REG,B&W,SUB,MICROSOFT,UNKNOWN,,BURDENED,OFFICE-COMMERCIAL,ATLANTA,GA,2022-01-01 00:00:00,TRADE,,43.42,,,,,,,,,,,,
SHEET METAL WORKERS,,SENIOR,INSTRUMENTATION AND CONTROLS,OT,,GC/CM,TESLA,GC PM,,,,CORPUS CHRISTI,TX,2023-01-01 00:00:00,TRADE,,42.0,3.21,0.25,0.84,,,,,,,,6.3,2.1
SHEET METAL WORKERS,,SENIOR,INSTRUMENTATION AND CONTROLS,OT,,GC/CM,TESLA,GC PM,,,,CORPUS CHRISTI,TX,2023-01-01 00:00:00,TRADE,,42.0,3.21,0.25,0.84,,,,,,,,6.3,2.1
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,APOLLO MECHANICAL,SUB,TSMC,UNION,,BURDENED,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,45.82,2.84,0.02,0.88,1.5,0.7272727272727273,0.66,25.29,,3.25,15.5,11.92,-1.5
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,SOUTHLAND,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,45.82,2.84,0.26,1.93,0.85,1.97026,0.66439,19.79,,2.45,15.425213799999977,14.663183500000002,1.45
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,STREIMER,SUB,TSMC,UNKNOWN,,BURDENED,SEMICONDUCTOR,PHOENIX,AZ,2022-05-01 00:00:00,TRADE,,62.79,,,,,,,28.17,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,STREIMER,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,64.45,4.07,0.02,0.22,1.74,0.7,0.95,36.33,,1.95,20.198000000000004,16.453500000000002,1.0
SHEET METAL WORKERS,2-FOREMAN,,,REG,APOLLO MECHANICAL,SUB,TSMC,UNION,,BURDENED,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,43.82,2.72,0.02,0.84,1.43,0.6954545454545454,0.64,25.29,,3.25,15.07,11.59,-1.43
SHEET METAL WORKERS,2-FOREMAN,,,REG,SOUTHLAND,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,43.82,2.72,0.25,1.84,0.81,1.8842599999999998,0.63539,19.79,,2.45,14.992643800000003,14.2195335,1.45
SHEET METAL WORKERS,2-FOREMAN,,,REG,STREIMER,SUB,TSMC,UNKNOWN,,BURDENED,SEMICONDUCTOR,PHOENIX,AZ,2022-05-01 00:00:00,TRADE,,57.72,,,,,,,27.7,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,REG,STREIMER,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,59.19,3.74,0.02,0.22,1.6,0.65,0.88,36.33,,1.95,19.196,15.597,1.0
SHEET METAL WORKERS,3-JOURNEY,,DETAILER,REG,KOVACH,SUB,TSMC,GC PM,,BURDENED,MANUFACTURING,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,40.0,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,DETAILER,REG,ACERO,SUB,TSMC,SHOP,,BURDENED,MANUFACTURING,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,65.0,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,APOLLO MECHANICAL,SUB,TSMC,UNION,,BURDENED,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,40.82,2.53,0.02,0.78,1.33,0.6499999999999999,0.59,25.29,,3.25,14.42,11.09,-1.33
SHEET METAL WORKERS,3-JOURNEY,,,REG,SOUTHLAND,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,40.82,2.53,0.23,1.71,0.75,1.7552599999999998,0.59189,19.79,,2.45,14.344788800000009,13.5521585,1.45
SHEET METAL WORKERS,3-JOURNEY,,,REG,STREIMER,SUB,TSMC,UNKNOWN,,BURDENED,SEMICONDUCTOR,PHOENIX,AZ,2022-05-01 00:00:00,TRADE,,38.93,,,,,,,23.28,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,STREIMER,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,38.93,2.41,0.02,0.22,1.06,0.43,0.56,29.93,,1.95,14.030000000000001,11.3175,1.0
SHEET METAL WORKERS,4-APPRENTICE,,,REG,APOLLO MECHANICAL,SUB,TSMC,UNION,,BURDENED,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,28.98,1.8,0.02,0.55,0.94,0.45909090909090905,0.42,25.29,,3.25,11.85,9.12,-0.94
SHEET METAL WORKERS,4-APPRENTICE,,,REG,SOUTHLAND,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,28.98,1.8,0.17,1.21,0.53,1.24614,0.42021000000000003,19.79,,2.45,11.935693899999995,10.928106500000002,1.45
SHEET METAL WORKERS,4-APPRENTICE,,,REG,STREIMER,SUB,TSMC,UNKNOWN,,BURDENED,SEMICONDUCTOR,PHOENIX,AZ,2022-05-01 00:00:00,TRADE,,27.64,,,,,,,19.78,,,,,
SHEET METAL WORKERS,4-APPRENTICE,,,REG,STREIMER,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,27.64,1.71,0.02,0.22,0.75,0.3,0.4,27.47,,1.95,11.392000000000001,9.1065,1.0
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,OT,APOLLO MECHANICAL,SUB,TSMC,UNION,,BURDENED,MANUFACTURING,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,68.73,4.26,,,1.57,2.41,1.0,27.79,,3.25,20.9508,16.12,-1.57
SHEET METAL WORKERS,2-FOREMAN,,,OT,APOLLO MECHANICAL,SUB,TSMC,UNION,,BURDENED,MANUFACTURING,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,65.73,4.08,,,1.57,2.3,0.95,27.79,,3.25,20.2995,15.62,-1.57
SHEET METAL WORKERS,3-JOURNEY,,,OT,APOLLO MECHANICAL,SUB,TSMC,UNION,,BURDENED,MANUFACTURING,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,61.23,3.8,,,1.57,2.14,0.89,27.79,,3.25,19.3245,14.87,-1.57
SHEET METAL WORKERS,4-APPRENTICE,,,OT,APOLLO MECHANICAL,SUB,TSMC,UNION,,BURDENED,MANUFACTURING,PHOENIX,AZ,2023-01-01 00:00:00,TRADE,,43.47,2.7,,,1.57,1.52,0.63,27.79,,3.25,15.475200000000003,11.9,-1.57
SHEET METAL WORKERS,1-GENERAL FOREMAN,,SHOP,2T,MAUCK SHEET METAL,,,SHOP,,,,MORGAN HILL,CA,,TRADE,,262.06,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,SHOP,OT,MAUCK SHEET METAL,,,SHOP,,,,MORGAN HILL,CA,,TRADE,,210.37,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,SHOP,REG,MAUCK SHEET METAL,,,SHOP,,,,MORGAN HILL,CA,,TRADE,,158.65,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,2T,MAUCK SHEET METAL,,,UNKNOWN,,,,MORGAN HILL,CA,,TRADE,,234.701,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,OT,MAUCK SHEET METAL,,,UNKNOWN,,,,MORGAN HILL,CA,,TRADE,,189.37,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,MAUCK SHEET METAL,,,UNKNOWN,,,,MORGAN HILL,CA,,TRADE,,144.01,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,2T,PARAGON MEDICAL,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,274.09,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,OT,PARAGON MEDICAL,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,217.47,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,PARAGON MEDICAL,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,160.84,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,2T,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,224.48,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,2T,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,223.1,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,2T,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,231.62,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,2T,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,230.18,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,2T,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2016-06-30 00:00:00,TRADE,,215.57,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,OT,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,182.48,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,OT,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,181.38,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,OT,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,187.88,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,OT,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,186.73,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,OT,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2016-06-30 00:00:00,TRADE,,175.68,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,140.47,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,139.66,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,144.14,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,143.29,,,,,,,,,,,,
SHEET METAL WORKERS,1-GENERAL FOREMAN,,,REG,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2016-06-30 00:00:00,TRADE,,135.79,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,INSTRUMENTATION AND CONTROLS,OT,TESLA,GC/CM,,,,,,CORPUS CHRISTI,TX,2023-03-01 00:00:00,TRADE,,43.5,3.33,0.26,0.87,,,,,,,91.81,6.53,2.18
SHEET METAL WORKERS,2-FOREMAN,,INSTRUMENTATION AND CONTROLS,OT,TESLA,GC/CM,,,,,,CORPUS CHRISTI,TX,2023-04-30 00:00:00,TRADE,,43.5,3.33,0.26,0.87,,,,,,,91.81,6.53,2.18
SHEET METAL WORKERS,2-FOREMAN,,SHOP,2T,SOUTHLAND COUNSTRUCTION,,,SHOP,,,,PLEASANTON,CA,2016-12-01 00:00:00,TRADE,,223.46,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,SHOP,OT,SOUTHLAND COUNSTRUCTION,,,SHOP,,,,PLEASANTON,CA,2016-12-01 00:00:00,TRADE,,181.76,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,SHOP,REG,SOUTHLAND COUNSTRUCTION,,,SHOP,,,,PLEASANTON,CA,2016-12-01 00:00:00,TRADE,,140.05,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,2T,AIR SYSTEMS-INC.,,,UNKNOWN,,,,SACREMENTO,CA,,TRADE,,252.97,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,OT,AIR SYSTEMS-INC.,,,UNKNOWN,,,,SACREMENTO,CA,,TRADE,,204.38,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,REG,AIR SYSTEMS-INC.,,,UNKNOWN,,,,SACREMENTO,CA,,TRADE,,155.8,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,2T,PARAGON MEDICAL,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,264.67,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,OT,PARAGON MEDICAL,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,210.43,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,REG,PARAGON MEDICAL,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,156.13,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,2T,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2016-06-30 00:00:00,TRADE,,208.72,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,OT,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2016-06-30 00:00:00,TRADE,,170.49,,,,,,,,,,,,
SHEET METAL WORKERS,2-FOREMAN,,,REG,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2016-06-30 00:00:00,TRADE,,132.26,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,DETAILER,REG,,GC/CM,,GC PM,,,,,,2022-01-01 00:00:00,SUPERVISION,,50.0,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,DETAILER,REG,ADVANCED WELDING & STEEL INC.,SUB,,GC PM,,BURDENED,,PORTLAND,OR,2023-04-14 00:00:00,SUPERVISION,,75.0,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,SHOP,2T,SOUTHLAND COUNSTRUCTION,,,SHOP,,BURDENED,,PLEASANTON,CA,2016-12-01 00:00:00,TRADE,,216.31,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,SHOP,OT,SOUTHLAND COUNSTRUCTION,,,SHOP,,BURDENED,,PLEASANTON,CA,2016-12-01 00:00:00,TRADE,,176.34,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,SHOP,REG,SOUTHLAND COUNSTRUCTION,,,SHOP,,BURDENED,,PLEASANTON,CA,2016-12-01 00:00:00,TRADE,,136.37,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,2T,AIR SYSTEMS-INC.,,,UNKNOWN,,,,SACREMENTO,CA,,TRADE,,216.71,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,OT,AIR SYSTEMS-INC.,,,UNKNOWN,,,,SACREMENTO,CA,,TRADE,,174.33,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,AIR SYSTEMS-INC.,,,UNKNOWN,,,,SACREMENTO,CA,,TRADE,,132.08,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,2T,MAUCK SHEET METAL,,,UNKNOWN,,,,MORGAN HILL,CA,,TRADE,,207.95,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,OT,MAUCK SHEET METAL,,,UNKNOWN,,,,MORGAN HILL,CA,,TRADE,,167.55,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,MAUCK SHEET METAL,,,UNKNOWN,,,,MORGAN HILL,CA,,TRADE,,129.83,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,2T,PARAGON MEDICAL,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,236.64,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,OT,PARAGON MEDICAL,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,189.15,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,PARAGON MEDICAL,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,141.97,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,2T,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,192.41,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,2T,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,191.21,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,2T,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2016-06-30 00:00:00,TRADE,,178.71,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,OT,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,155.62,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,OT,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,154.66,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,OT,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2016-06-30 00:00:00,TRADE,,145.47,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,118.83,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2018-06-01 00:00:00,TRADE,,118.12,,,,,,,,,,,,
SHEET METAL WORKERS,3-JOURNEY,,,REG,SOUTHLAND COUNSTRUCTION,,,UNKNOWN,,,,PLEASANTON,CA,2016-06-30 00:00:00,TRADE,,112.22,,,,,,,,,,,,
